country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Denmark,2011,female,75+ years,22,237867,0.922,"344,003,209,696",65598,Silent
Denmark,2011,female,55-74 years,57,643276,0.922,"344,003,209,696",65598,Boomers
Denmark,2011,male,15-24 years,26,356319,0.922,"344,003,209,696",65598,Millenials
Denmark,2011,female,35-54 years,50,778373,0.922,"344,003,209,696",65598,Generation X
Denmark,2011,female,25-34 years,12,323639,0.922,"344,003,209,696",65598,Millenials
Denmark,2011,female,15-24 years,11,340056,0.922,"344,003,209,696",65598,Millenials
Denmark,2011,female,5-14 years,0,326359,0.922,"344,003,209,696",65598,Generation Z
Denmark,2011,male,5-14 years,0,341776,0.922,"344,003,209,696",65598,Generation Z
Denmark,2012,male,75+ years,67,161259,0.924,"327,148,899,962",62071,Silent
Denmark,2012,male,35-54 years,209,788215,0.924,"327,148,899,962",62071,Generation X
Denmark,2012,male,55-74 years,153,630159,0.924,"327,148,899,962",62071,Boomers
Denmark,2012,female,55-74 years,71,651381,0.924,"327,148,899,962",62071,Boomers
Denmark,2012,male,25-34 years,31,326746,0.924,"327,148,899,962",62071,Millenials
Denmark,2012,male,15-24 years,33,362466,0.924,"327,148,899,962",62071,Millenials
Denmark,2012,female,75+ years,19,240759,0.924,"327,148,899,962",62071,Silent
Denmark,2012,female,35-54 years,58,776419,0.924,"327,148,899,962",62071,Generation X
Denmark,2012,female,25-34 years,11,322504,0.924,"327,148,899,962",62071,Millenials
Denmark,2012,female,15-24 years,8,346154,0.924,"327,148,899,962",62071,Millenials
Denmark,2012,male,5-14 years,1,340022,0.924,"327,148,899,962",62071,Generation Z
Denmark,2012,female,5-14 years,0,324455,0.924,"327,148,899,962",62071,Generation Z
Denmark,2013,male,75+ years,62,166011,0.931,"343,584,385,594",64831,Silent
Denmark,2013,male,55-74 years,157,637775,0.931,"343,584,385,594",64831,Boomers
Denmark,2013,male,35-54 years,174,785198,0.931,"343,584,385,594",64831,Generation X
Denmark,2013,female,75+ years,25,243880,0.931,"343,584,385,594",64831,Silent
Denmark,2013,male,25-34 years,33,328192,0.931,"343,584,385,594",64831,Millenials
Denmark,2013,female,55-74 years,52,658936,0.931,"343,584,385,594",64831,Boomers
Denmark,2013,female,35-54 years,54,775088,0.931,"343,584,385,594",64831,Generation X
Denmark,2013,male,15-24 years,23,367000,0.931,"343,584,385,594",64831,Millenials
Denmark,2013,female,25-34 years,16,322819,0.931,"343,584,385,594",64831,Millenials
Denmark,2013,female,15-24 years,12,350607,0.931,"343,584,385,594",64831,Millenials
Denmark,2013,female,5-14 years,1,324362,0.931,"343,584,385,594",64831,Generation Z
Denmark,2013,male,5-14 years,1,339830,0.931,"343,584,385,594",64831,Generation Z
Denmark,2014,male,75+ years,61,172150,0.928,"352,993,633,221",66114,Silent
Denmark,2014,male,55-74 years,155,645001,0.928,"352,993,633,221",66114,Boomers
Denmark,2014,male,35-54 years,178,784300,0.928,"352,993,633,221",66114,Generation X
Denmark,2014,female,75+ years,36,248889,0.928,"352,993,633,221",66114,Silent
Denmark,2014,male,25-34 years,43,333712,0.928,"352,993,633,221",66114,Millenials
Denmark,2014,male,15-24 years,31,370570,0.928,"352,993,633,221",66114,Millenials
Denmark,2014,female,35-54 years,59,774379,0.928,"352,993,633,221",66114,Generation X
Denmark,2014,female,55-74 years,50,666386,0.928,"352,993,633,221",66114,Boomers
Denmark,2014,female,25-34 years,7,325866,0.928,"352,993,633,221",66114,Millenials
Denmark,2014,female,15-24 years,7,354099,0.928,"352,993,633,221",66114,Millenials
Denmark,2014,female,5-14 years,1,323749,0.928,"352,993,633,221",66114,Generation Z
Denmark,2014,male,5-14 years,1,340065,0.928,"352,993,633,221",66114,Generation Z
Denmark,2015,male,75+ years,57,178633,0.926,"301,298,464,861",55972,Silent
Denmark,2015,male,35-54 years,159,783366,0.926,"301,298,464,861",55972,Generation X
Denmark,2015,male,55-74 years,126,651856,0.926,"301,298,464,861",55972,Boomers
Denmark,2015,female,75+ years,32,253300,0.926,"301,298,464,861",55972,Silent
Denmark,2015,female,55-74 years,67,673655,0.926,"301,298,464,861",55972,Boomers
Denmark,2015,male,25-34 years,30,342769,0.926,"301,298,464,861",55972,Millenials
Denmark,2015,female,35-54 years,51,772844,0.926,"301,298,464,861",55972,Generation X
Denmark,2015,male,15-24 years,18,374051,0.926,"301,298,464,861",55972,Millenials
Denmark,2015,female,25-34 years,15,331400,0.926,"301,298,464,861",55972,Millenials
Denmark,2015,female,15-24 years,6,356882,0.926,"301,298,464,861",55972,Millenials
Denmark,2015,female,5-14 years,3,323821,0.926,"301,298,464,861",55972,Generation Z
Denmark,2015,male,5-14 years,0,340483,0.926,"301,298,464,861",55972,Generation Z
Ecuador,2011,male,15-24 years,200,1449571,0.721,"79,276,664,000",5836,Millenials
Ecuador,2011,male,25-34 years,161,1202963,0.721,"79,276,664,000",5836,Millenials
Ecuador,2011,male,55-74 years,83,741610,0.721,"79,276,664,000",5836,Boomers
Ecuador,2011,male,75+ years,18,166244,0.721,"79,276,664,000",5836,Silent
Ecuador,2011,male,35-54 years,160,1677115,0.721,"79,276,664,000",5836,Generation X
Ecuador,2011,female,15-24 years,120,1408696,0.721,"79,276,664,000",5836,Millenials
Ecuador,2011,female,25-34 years,51,1195816,0.721,"79,276,664,000",5836,Millenials
Ecuador,2011,female,35-54 years,45,1715068,0.721,"79,276,664,000",5836,Generation X
Ecuador,2011,female,5-14 years,32,1480934,0.721,"79,276,664,000",5836,Generation Z
Ecuador,2011,male,5-14 years,32,1539867,0.721,"79,276,664,000",5836,Generation Z
Ecuador,2011,female,75+ years,4,208097,0.721,"79,276,664,000",5836,Silent
Ecuador,2011,female,55-74 years,12,797572,0.721,"79,276,664,000",5836,Boomers
Ecuador,2012,male,15-24 years,240,1462193,0.726,"87,924,544,000",6364,Millenials
Ecuador,2012,male,25-34 years,164,1225594,0.726,"87,924,544,000",6364,Millenials
Ecuador,2012,male,55-74 years,87,771426,0.726,"87,924,544,000",6364,Boomers
Ecuador,2012,male,75+ years,19,172083,0.726,"87,924,544,000",6364,Silent
Ecuador,2012,male,35-54 years,162,1715827,0.726,"87,924,544,000",6364,Generation X
Ecuador,2012,female,15-24 years,118,1420727,0.726,"87,924,544,000",6364,Millenials
Ecuador,2012,female,25-34 years,55,1217762,0.726,"87,924,544,000",6364,Millenials
Ecuador,2012,female,35-54 years,48,1755189,0.726,"87,924,544,000",6364,Generation X
Ecuador,2012,male,5-14 years,39,1544899,0.726,"87,924,544,000",6364,Generation Z
Ecuador,2012,female,75+ years,4,215613,0.726,"87,924,544,000",6364,Silent
Ecuador,2012,female,5-14 years,27,1484824,0.726,"87,924,544,000",6364,Generation Z
Ecuador,2012,female,55-74 years,13,829724,0.726,"87,924,544,000",6364,Boomers
Ecuador,2013,male,75+ years,23,178094,0.734,"95,129,659,000",6769,Silent
Ecuador,2013,male,15-24 years,156,1473845,0.734,"95,129,659,000",6769,Millenials
Ecuador,2013,male,25-34 years,111,1248815,0.734,"95,129,659,000",6769,Millenials
Ecuador,2013,male,55-74 years,65,802441,0.734,"95,129,659,000",6769,Boomers
Ecuador,2013,female,15-24 years,89,1431562,0.734,"95,129,659,000",6769,Millenials
Ecuador,2013,male,35-54 years,106,1755019,0.734,"95,129,659,000",6769,Generation X
Ecuador,2013,female,25-34 years,30,1240273,0.734,"95,129,659,000",6769,Millenials
Ecuador,2013,male,5-14 years,29,1551821,0.734,"95,129,659,000",6769,Generation Z
Ecuador,2013,female,35-54 years,32,1795728,0.734,"95,129,659,000",6769,Generation X
Ecuador,2013,female,55-74 years,12,863112,0.734,"95,129,659,000",6769,Boomers
Ecuador,2013,female,75+ years,3,223521,0.734,"95,129,659,000",6769,Silent
Ecuador,2013,female,5-14 years,20,1490382,0.734,"95,129,659,000",6769,Generation Z
Ecuador,2014,male,75+ years,25,184452,0.742,"101,726,331,000",7116,Silent
Ecuador,2014,male,15-24 years,164,1484064,0.742,"101,726,331,000",7116,Millenials
Ecuador,2014,male,25-34 years,123,1271545,0.742,"101,726,331,000",7116,Millenials
Ecuador,2014,male,55-74 years,74,834436,0.742,"101,726,331,000",7116,Boomers
Ecuador,2014,male,35-54 years,153,1794205,0.742,"101,726,331,000",7116,Generation X
Ecuador,2014,female,15-24 years,77,1440731,0.742,"101,726,331,000",7116,Millenials
Ecuador,2014,female,25-34 years,33,1262288,0.742,"101,726,331,000",7116,Millenials
Ecuador,2014,male,5-14 years,28,1560323,0.742,"101,726,331,000",7116,Generation Z
Ecuador,2014,female,55-74 years,16,897482,0.742,"101,726,331,000",7116,Boomers
Ecuador,2014,female,5-14 years,18,1497410,0.742,"101,726,331,000",7116,Generation Z
Ecuador,2014,female,35-54 years,22,1836144,0.742,"101,726,331,000",7116,Generation X
Ecuador,2014,female,75+ years,1,232065,0.742,"101,726,331,000",7116,Silent
Ecuador,2015,male,75+ years,40,191306,0.743,"99,290,381,000",6832,Silent
Ecuador,2015,male,15-24 years,234,1492713,0.743,"99,290,381,000",6832,Millenials
Ecuador,2015,male,25-34 years,185,1293193,0.743,"99,290,381,000",6832,Millenials
Ecuador,2015,male,55-74 years,108,867314,0.743,"99,290,381,000",6832,Boomers
Ecuador,2015,male,35-54 years,205,1833181,0.743,"99,290,381,000",6832,Generation X
Ecuador,2015,female,15-24 years,110,1448112,0.743,"99,290,381,000",6832,Millenials
Ecuador,2015,female,25-34 years,56,1283175,0.743,"99,290,381,000",6832,Millenials
Ecuador,2015,female,35-54 years,46,1876229,0.743,"99,290,381,000",6832,Generation X
Ecuador,2015,female,55-74 years,22,932718,0.743,"99,290,381,000",6832,Boomers
Ecuador,2015,male,5-14 years,35,1569519,0.743,"99,290,381,000",6832,Generation Z
Ecuador,2015,female,75+ years,5,241437,0.743,"99,290,381,000",6832,Silent
Ecuador,2015,female,5-14 years,27,1505127,0.743,"99,290,381,000",6832,Generation Z
El Salvador,2011,male,25-34 years,100,402814,0.666,"20,283,783,700",3631,Millenials
El Salvador,2011,male,75+ years,15,77576,0.666,"20,283,783,700",3631,Silent
El Salvador,2011,male,15-24 years,116,607120,0.666,"20,283,783,700",3631,Millenials
El Salvador,2011,male,35-54 years,85,565884,0.666,"20,283,783,700",3631,Generation X
El Salvador,2011,male,55-74 years,39,297029,0.666,"20,283,783,700",3631,Boomers
El Salvador,2011,female,15-24 years,52,630434,0.666,"20,283,783,700",3631,Millenials
El Salvador,2011,female,25-34 years,26,488848,0.666,"20,283,783,700",3631,Millenials
El Salvador,2011,female,35-54 years,22,725601,0.666,"20,283,783,700",3631,Generation X
El Salvador,2011,female,75+ years,3,100865,0.666,"20,283,783,700",3631,Silent
El Salvador,2011,female,5-14 years,12,642054,0.666,"20,283,783,700",3631,Generation Z
El Salvador,2011,male,5-14 years,12,666916,0.666,"20,283,783,700",3631,Generation Z
El Salvador,2011,female,55-74 years,3,380644,0.666,"20,283,783,700",3631,Boomers
El Salvador,2012,male,25-34 years,109,406026,0.67,"21,386,153,000",3806,Millenials
El Salvador,2012,male,55-74 years,62,300461,0.67,"21,386,153,000",3806,Boomers
El Salvador,2012,male,75+ years,16,81225,0.67,"21,386,153,000",3806,Silent
El Salvador,2012,male,35-54 years,98,572655,0.67,"21,386,153,000",3806,Generation X
El Salvador,2012,male,15-24 years,100,618195,0.67,"21,386,153,000",3806,Millenials
El Salvador,2012,female,15-24 years,56,639803,0.67,"21,386,153,000",3806,Millenials
El Salvador,2012,female,25-34 years,26,492068,0.67,"21,386,153,000",3806,Millenials
El Salvador,2012,female,35-54 years,19,736698,0.67,"21,386,153,000",3806,Generation X
El Salvador,2012,female,75+ years,2,105481,0.67,"21,386,153,000",3806,Silent
El Salvador,2012,male,5-14 years,11,650570,0.67,"21,386,153,000",3806,Generation Z
El Salvador,2012,female,5-14 years,9,626538,0.67,"21,386,153,000",3806,Generation Z
El Salvador,2012,female,55-74 years,4,389103,0.67,"21,386,153,000",3806,Boomers
El Salvador,2013,male,25-34 years,95,409974,0.671,"21,977,401,900",3885,Millenials
El Salvador,2013,male,35-54 years,129,579811,0.671,"21,977,401,900",3885,Generation X
El Salvador,2013,male,75+ years,18,84746,0.671,"21,977,401,900",3885,Silent
El Salvador,2013,male,55-74 years,59,304397,0.671,"21,977,401,900",3885,Boomers
El Salvador,2013,male,15-24 years,79,628312,0.671,"21,977,401,900",3885,Millenials
El Salvador,2013,female,15-24 years,43,648028,0.671,"21,977,401,900",3885,Millenials
El Salvador,2013,female,25-34 years,22,496109,0.671,"21,977,401,900",3885,Millenials
El Salvador,2013,female,35-54 years,19,748153,0.671,"21,977,401,900",3885,Generation X
El Salvador,2013,female,55-74 years,7,398116,0.671,"21,977,401,900",3885,Boomers
El Salvador,2013,female,5-14 years,7,612761,0.671,"21,977,401,900",3885,Generation Z
El Salvador,2013,male,5-14 years,6,636699,0.671,"21,977,401,900",3885,Generation Z
El Salvador,2013,female,75+ years,0,110144,0.671,"21,977,401,900",3885,Silent
El Salvador,2014,male,75+ years,19,87989,0.67,"22,585,841,200",3965,Silent
El Salvador,2014,male,25-34 years,77,415163,0.67,"22,585,841,200",3965,Millenials
El Salvador,2014,male,35-54 years,85,586412,0.67,"22,585,841,200",3965,Generation X
El Salvador,2014,male,55-74 years,44,308802,0.67,"22,585,841,200",3965,Boomers
El Salvador,2014,male,15-24 years,51,635499,0.67,"22,585,841,200",3965,Millenials
El Salvador,2014,female,75+ years,9,114804,0.67,"22,585,841,200",3965,Silent
El Salvador,2014,female,15-24 years,33,653215,0.67,"22,585,841,200",3965,Millenials
El Salvador,2014,female,25-34 years,24,501438,0.67,"22,585,841,200",3965,Millenials
El Salvador,2014,female,35-54 years,27,758979,0.67,"22,585,841,200",3965,Generation X
El Salvador,2014,female,55-74 years,11,407576,0.67,"22,585,841,200",3965,Boomers
El Salvador,2014,female,5-14 years,4,601023,0.67,"22,585,841,200",3965,Generation Z
El Salvador,2014,male,5-14 years,2,625429,0.67,"22,585,841,200",3965,Generation Z
Estonia,2011,male,75+ years,21,29683,0.853,"23,170,239,901",18545,Silent
Estonia,2011,male,55-74 years,57,121737,0.853,"23,170,239,901",18545,Boomers
Estonia,2011,male,35-54 years,58,178933,0.853,"23,170,239,901",18545,Generation X
Estonia,2011,male,25-34 years,23,95987,0.853,"23,170,239,901",18545,Millenials
Estonia,2011,male,15-24 years,19,87167,0.853,"23,170,239,901",18545,Millenials
Estonia,2011,female,75+ years,12,77543,0.853,"23,170,239,901",18545,Silent
Estonia,2011,female,35-54 years,15,185535,0.853,"23,170,239,901",18545,Generation X
Estonia,2011,female,55-74 years,9,172988,0.853,"23,170,239,901",18545,Boomers
Estonia,2011,female,15-24 years,3,82075,0.853,"23,170,239,901",18545,Millenials
Estonia,2011,female,25-34 years,1,90940,0.853,"23,170,239,901",18545,Millenials
Estonia,2011,female,5-14 years,0,61510,0.853,"23,170,239,901",18545,Generation Z
Estonia,2011,male,5-14 years,0,65329,0.853,"23,170,239,901",18545,Generation Z
Estonia,2012,male,75+ years,20,30891,0.859,"23,043,864,510",18411,Silent
Estonia,2012,male,55-74 years,59,122960,0.859,"23,043,864,510",18411,Boomers
Estonia,2012,male,35-54 years,65,179456,0.859,"23,043,864,510",18411,Generation X
Estonia,2012,male,25-34 years,30,96938,0.859,"23,043,864,510",18411,Millenials
Estonia,2012,female,75+ years,18,80117,0.859,"23,043,864,510",18411,Silent
Estonia,2012,male,15-24 years,14,83194,0.859,"23,043,864,510",18411,Millenials
Estonia,2012,female,55-74 years,17,172977,0.859,"23,043,864,510",18411,Boomers
Estonia,2012,female,35-54 years,7,184354,0.859,"23,043,864,510",18411,Generation X
Estonia,2012,female,25-34 years,3,91727,0.859,"23,043,864,510",18411,Millenials
Estonia,2012,male,5-14 years,2,67323,0.859,"23,043,864,510",18411,Generation Z
Estonia,2012,female,15-24 years,2,78364,0.859,"23,043,864,510",18411,Millenials
Estonia,2012,female,5-14 years,0,63330,0.859,"23,043,864,510",18411,Generation Z
Estonia,2013,male,75+ years,23,32101,0.862,"25,137,153,149",20221,Silent
Estonia,2013,male,55-74 years,58,123698,0.862,"25,137,153,149",20221,Boomers
Estonia,2013,male,35-54 years,52,178072,0.862,"25,137,153,149",20221,Generation X
Estonia,2013,male,25-34 years,22,96869,0.862,"25,137,153,149",20221,Millenials
Estonia,2013,female,75+ years,18,82614,0.862,"25,137,153,149",20221,Silent
Estonia,2013,male,15-24 years,15,78163,0.862,"25,137,153,149",20221,Millenials
Estonia,2013,female,35-54 years,13,181855,0.862,"25,137,153,149",20221,Generation X
Estonia,2013,female,55-74 years,12,172334,0.862,"25,137,153,149",20221,Boomers
Estonia,2013,female,15-24 years,2,73430,0.862,"25,137,153,149",20221,Millenials
Estonia,2013,female,25-34 years,2,91438,0.862,"25,137,153,149",20221,Millenials
Estonia,2013,male,5-14 years,1,68210,0.862,"25,137,153,149",20221,Generation Z
Estonia,2013,female,5-14 years,0,64312,0.862,"25,137,153,149",20221,Generation Z
Estonia,2014,male,75+ years,26,33259,0.864,"26,224,622,451",21117,Silent
Estonia,2014,male,55-74 years,50,124940,0.864,"26,224,622,451",21117,Boomers
Estonia,2014,male,25-34 years,39,97957,0.864,"26,224,622,451",21117,Millenials
Estonia,2014,male,35-54 years,57,177676,0.864,"26,224,622,451",21117,Generation X
Estonia,2014,male,15-24 years,19,73521,0.864,"26,224,622,451",21117,Millenials
Estonia,2014,female,75+ years,13,84886,0.864,"26,224,622,451",21117,Silent
Estonia,2014,female,35-54 years,16,180093,0.864,"26,224,622,451",21117,Generation X
Estonia,2014,female,25-34 years,8,92159,0.864,"26,224,622,451",21117,Millenials
Estonia,2014,female,55-74 years,10,172116,0.864,"26,224,622,451",21117,Boomers
Estonia,2014,male,5-14 years,2,69999,0.864,"26,224,622,451",21117,Generation Z
Estonia,2014,female,15-24 years,1,69127,0.864,"26,224,622,451",21117,Millenials
Estonia,2014,female,5-14 years,0,66119,0.864,"26,224,622,451",21117,Generation Z
Estonia,2015,male,75+ years,20,34253,0.866,"22,566,956,982",18149,Silent
Estonia,2015,male,55-74 years,44,126556,0.866,"22,566,956,982",18149,Boomers
Estonia,2015,male,15-24 years,21,70165,0.866,"22,566,956,982",18149,Millenials
Estonia,2015,male,35-54 years,48,177053,0.866,"22,566,956,982",18149,Generation X
Estonia,2015,male,25-34 years,25,99448,0.866,"22,566,956,982",18149,Millenials
Estonia,2015,female,75+ years,9,86804,0.866,"22,566,956,982",18149,Silent
Estonia,2015,female,55-74 years,12,172429,0.866,"22,566,956,982",18149,Boomers
Estonia,2015,female,35-54 years,11,178380,0.866,"22,566,956,982",18149,Generation X
Estonia,2015,female,25-34 years,2,92783,0.866,"22,566,956,982",18149,Millenials
Estonia,2015,female,15-24 years,1,66216,0.866,"22,566,956,982",18149,Millenials
Estonia,2015,female,5-14 years,1,67802,0.866,"22,566,956,982",18149,Generation Z
Estonia,2015,male,5-14 years,1,71561,0.866,"22,566,956,982",18149,Generation Z
Fiji,2011,male,75+ years,3,4903,0.717,"3,774,530,616",4862,Silent
Fiji,2011,male,25-34 years,10,73871,0.717,"3,774,530,616",4862,Millenials
